article_title,venue,article_link,cluster_id,support,support_fraction,models_present,actionable,impact,evidence,avg_confidence,centroid_confidence,SOUND,PRECISE,CATEGORY
11,FSE/FSE 19/11.pdf,https://doi.org/10.1145/3338906.,2,1,1/5,qwen,Apply minor cosmetic modifications and fix-ups to synthesized fuzz targets before adoption.,"Ensures the generated drivers are valid, efficient, and free of side effects or API misuse crashes.",The system generates candidates that typically only need small fix-ups; developers spend minutes fixing issues like memory leaks before checking them in.,0.8,0.8,YES,YES,Code Standards and Maintainability | Automated Testing and Quality Assurance
11,FSE/FSE 19/11.pdf,https://doi.org/10.1145/3338906.,5,1,1/5,qwen,Present generated fuzz targets as code findings linked directly to their relevant source repository locations.,Minimizes disruption to developer workflows while enabling easy inspection and adoption of the targets.,The authors found that a code findings approach integrates seamlessly with existing development workflows and encourages developers to take action.,0.8,0.8,YES,YES,Automated Testing and Quality Assurance | Security Best Practices and Legal Compliance
11,FSE/FSE 19/11.pdf,https://doi.org/10.1145/3338906.,6,1,1/5,qwen,Filter and prioritize library APIs for fuzzing by targeting those that perform non-trivial parsing or processing on user input buffers.,"Focuses testing efforts on the most security-relevant interfaces, maximizing the likelihood of finding exploitable vulnerabilities.",Heuristics filtering for keywords like 'parse' or 'load' and buffer-like argument types successfully identify APIs that are most useful to fuzz.,0.8,0.8,YES,YES,Automated Testing and Quality Assurance | Security Best Practices and Legal Compliance
**GenSys: A Scalable Fixed-Point Engine for Maximal Controller Synthesis over Infinite State Spaces**,FSE/FSE 21/23.pdf,https://doi.org/10.1145/3468264.3473126,3,3,3/5,deepseek|mixtral|qwen,Adopt GenSys for synthesizing controllers in infinite-state systems.,"GenSys outperforms state-of-the-art tools, providing scalable and compact controller synthesis with improved performance and efficiency.","In experimental results, GenSys solved challenging problems faster than other tools, including handling bucket sizes up to 1.9(20) while others timed out (Table 2).",0.9,0.95,YES,YES,NONE
**GenSys: A Scalable Fixed-Point Engine for Maximal Controller Synthesis over Infinite State Spaces**,FSE/FSE 21/23.pdf,https://doi.org/10.1145/3468264.3473126,1,1,1/5,qwen,Use Z3's 'qe2' quantifier elimination tactic during iterative fixed-point computations.,"Mitigates rapid formula size growth, significantly improving scalability over other dedicated solvers.",The authors state that 'qe2' showed the best results and attribute their tool's higher scalability to Z3's quantifier elimination power compared to tools using AE-VAL or E-HSF (Section 4).,0.9,0.9,YES,YES,Automated Testing and Quality Assurance
**GenSys: A Scalable Fixed-Point Engine for Maximal Controller Synthesis over Infinite State Spaces**,FSE/FSE 21/23.pdf,https://doi.org/10.1145/3468264.3473126,2,1,1/5,qwen,Initialize the winning region variable X to the safe set G rather than True when computing greatest fixed-points.,Ensures soundness of the synthesized controller strategy and prevents incorrect state space exploration.,"The text explicitly notes that initializing X to G is required for soundness, contrasting it with standard gfp computation which initializes to True (Section 3.3).",0.9,0.9,YES,YES,Code Standards and Maintainability
5,ICSE/ICSE 11/5.pdf,NOT FOUND,2,3,3/5,deepseek|mixtral|qwen,Create a low sociality environment when onboarding new developers to increase the likelihood of them becoming long-term contributors.,"Increases the probability that new developers will become long-term contributors (LTCs), contributing to project sustainability.","In Mozilla, 16% of developers who joined during low RS periods became LTCs, compared to lower percentages in high or medium RS periods. This pattern was consistent across other projects as well.",0.9333,0.95,YES,NO,New Contributor Onboarding and Involvement
5,ICSE/ICSE 11/5.pdf,NOT FOUND,1,3,3/5,deepseek|mixtral|qwen,Monitor and adjust project sociality levels to optimize the balance between attracting new contributors and retaining long-term contributors.,"Balances the intensity of new contributors joining with the likelihood of them becoming LTCs, enhancing overall project success.","High RS periods were associated with higher intensity of new contributors joining, but low RS periods had a higher proportion of these joiners becoming LTCs. This was particularly evident in open-source projects like Mozilla.",0.9,0.95,YES,NO,New Contributor Onboarding and Involvement | Community Collaboration and Engagement
1,FSE/FSE 22/1.pdf,https://doi.org/10.1145/3540250.3549162,1,3,3/5,deepseek|mixtral|qwen,Adopt NatGen's 'naturalization' pre-training task for improving source code generation.,"Improves syntactic and semantic correctness of generated code, achieving higher performance in tasks like text-to-code generation, code translation, and bug fixing.","NatGen outperforms CodeT5 with 45.59% Syntax Match (SM), 46.87% Dataflow Match (DM), and 43.73% CodeBLEU (CB) in text-to-code generation tasks.",0.9,0.9,YES,YES,Code Standards and Maintainability
1,FSE/FSE 22/1.pdf,https://doi.org/10.1145/3540250.3549162,2,1,1/5,mixtral,Use the NatGen pre-trained model for generating syntactically and semantically correct code during low-data training scenarios.,NatGen faces less burden while learning in low-data training due to its ability to generate syntactically and semantically correct code as part of pre-training.,"NatGen performs well in zero-shot and few-shot settings, demonstrating its effectiveness in tasks with limited labeled data.",0.92,0.92,YES,YES,Code Standards and Maintainability
24,FSE/FSE 22/24.pdf,https://doi.org/10.1145/3540250.3558950,4,3,3/5,deepseek|mixtral|qwen,Use a unified code review automation system like Code Review Bot (CRB) that supports various types of analyses and is scalable.,"Improves productivity by providing quick feedback, helping to reduce human effort in large-scale industries.","The study found that more than 70% of developers are satisfied with CRB, and more than 60% defects have been fixed by developers. CRB supports various types of analyses, including commit size measurements, typo checks, potential defect detection, coding style checks, reporting unit tests, test coverage measurements, and architecture metrics visualization.",0.9333,0.95,YES,YES,Code Standards and Maintainability | CI/CD and DevOps Automation
24,FSE/FSE 22/24.pdf,https://doi.org/10.1145/3540250.3558950,2,3,3/5,deepseek|mixtral|qwen,Adopt a microservice architecture for code review automation to enhance scalability and extensibility.,"Achieves high scalability, successfully handling over 1.4 million lines of code daily across thousands of projects.","Code Review Bot processed 8,000+ review requests monthly with a fix rate of 59.38% for typos and 78.10% for potential defects.",0.9,0.9,YES,YES,Code Standards and Maintainability | CI/CD and DevOps Automation
24,FSE/FSE 22/24.pdf,https://doi.org/10.1145/3540250.3558950,1,2,2/5,mixtral|qwen,Design an abstraction layer to unify diverse code review platforms and development environments.,Enables scalable and consistent automation across heterogeneous toolchains without requiring platform-specific implementations.,"The authors created an 'Abstract Review System' that bridges GitHub, Gerrit, and Helix Swarm APIs, allowing the bot to operate uniformly across Samsung's complex infrastructure.",0.9,0.9,YES,YES,Project Management and Governance | CI/CD and DevOps Automation
24,FSE/FSE 22/24.pdf,https://doi.org/10.1145/3540250.3558950,3,2,2/5,deepseek|qwen,"Provide consistent, inline feedback with code suggestions for detected issues like typos and potential defects.","Strongly motivates developers to fix issues immediately, significantly improving code quality and reducing post-release bugs.","Over 60% of detected defects and warnings were fixed by developers after receiving automated feedback, with adjusted fix rates reaching up to 95.95% on GitHub.",0.875,0.9,YES,YES,Code Standards and Maintainability | Automated Testing and Quality Assurance
2,FSE/FSE 21/2.pdf,https://doi.org/,2,2,2/5,deepseek|mixtral,"Use the algorithm presented in this paper to check LTL[F, G, X] properties on compressed traces using Straight Line Programs (SLPs).","Improved performance and efficiency in checking LTL[F, G, X] properties on large compressed traces.","The algorithm was shown to be effective in practice, demonstrating significant speed ups compared with the performance of checking LTL properties over corresponding uncompressed traces for a suite of large execution traces obtained from open source projects.",0.975,0.95,YES,YES,Automated Testing and Quality Assurance
2,FSE/FSE 21/2.pdf,https://doi.org/,1,2,2/5,deepseek|qwen,"Adopt grammar-based lossless compression (e.g., Straight Line Programs) to store and analyze large execution traces for runtime verification and testing instead of uncompressed formats.","Significantly reduces storage requirements and accelerates the verification of temporal logic properties, enabling more efficient augmentation of testing and increased code coverage for software reliability.",Evaluation on open source Java projects demonstrated average compression ratios exceeding 600× and an average analysis speed-up of 34× compared to uncompressed trace analysis.,0.925,0.85,YES,YES,Automated Testing and Quality Assurance
6,ICSE/ICSE 10/6.pdf,http://www.sdml.info/projects/srcml/,1,3,3/5,deepseek|mixtral|qwen|gemma,"Adopt systematic Software Product Line implementation techniques, such as aspects or feature modules, instead of ad-hoc C preprocessor directives for managing variability.","Improve code quality and reduce error-proneness by mitigating issues like syntactic/semantic errors, code pollution, and decreased maintainability caused by scattered and tangled #ifdef blocks.","Analysis of 40 open-source C projects revealed that cpp usage leads to these maintenance problems; empirical data shows most extensions occur at the global (46%) or function/block levels (33%/19%), which align well with the capabilities of aspects and feature modules.",0.8833,0.9,YES,YES,Code Standards and Maintainability
6,ICSE/ICSE 10/6.pdf,http://www.sdml.info/projects/srcml/,2,2,2/5,deepseek|qwen|gemma,Implement heterogeneous feature extensions using simpler modularization mechanisms like mixins or feature modules rather than complex aspect-oriented languages.,Streamline implementation efforts and reduce complexity while effectively handling the majority of variability patterns in software product lines.,"The study's data indicates that 89% of extensions are heterogeneous and would 'suffice with simpler mechanisms, such as mixins or feature modules,' whereas only 5% of extensions would benefit from aspects.",0.85,0.9,YES,YES,Code Standards and Maintainability
6,ICSE/ICSE 10/6.pdf,http://www.sdml.info/projects/srcml/,3,2,2/5,deepseek|mixtral|gemma,Limit the use of nested #ifdefs in SPL code bases as they impair program comprehension and increase potential errors.,"Improved maintainability, reduced error-proneness, and better comprehension of SPL code bases.","The average nesting depth of #ifdefs is approximately 1 in all software systems analyzed, with a maximum number of 24 found in two projects.",0.825,0.95,YES,NO,Code Standards and Maintainability
6,ICSE/ICSE 10/6.pdf,http://www.sdml.info/projects/srcml/,4,1,1/5,deepseek,Refactor fine-grained extensions into coarser granularity to improve maintainability.,"Most extensions occur at a high level of granularity, suggesting that coarse-grained techniques are more manageable and maintainable.","The GRAN metric shows that 46 ± 12% of extensions occur at the global level (GL), while fine-grained extensions (SL, EL) account for only 1.8 ± 1.8% on average.",0.75,0.75,YES,YES,Code Standards and Maintainability
i24_16,ICSE/ICSE 24/i24_16.pdf,https://doi,5,3,3/5,deepseek|mixtral|qwen,Adopt Slimming as a Maven plugin to identify and remove bloated dependencies in Java projects.,Slimming can reliably remove bloated dependencies with a 100% test passing ratio and improve the rationality of debloating solutions.,"In our large-scale study, Slimming identified 152,711 bloated dependencies from 2,503 projects (62.0%). Among our submitted 66 issue reports, developers confirmed 38 (57.6%) and adopted the debloating solutions.",0.9333,0.95,YES,YES,Code Standards and Maintainability | CI/CD and DevOps Automation
i24_16,ICSE/ICSE 24/i24_16.pdf,https://doi,2,2,2/5,mixtral|qwen,Perform a benefit-cost analysis before removing bloated dependencies to weigh maintenance costs against dependency management improvements.,Prevents inducing new issues like dependency conflicts or increased maintenance burden from re-declaring transitive dependencies.,"The study found that blindly removing bloated dependencies can force developers to manually manage updated versions of transitively introduced libraries, leading to incompatibility issues; Slimming's analysis avoided this by only suggesting removal when benefits outweighed costs.",0.875,0.9,YES,YES,Code Standards and Maintainability | Project Management and Governance
i24_16,ICSE/ICSE 24/i24_16.pdf,https://doi,1,1,1/5,qwen,"Parse framework configuration files (*.xml, *.yml, *.properties) and model string manipulations to accurately resolve reflective targets in Java projects.",Reduces false alarms of bloated dependencies caused by dynamic language features and complex string arguments.,"Slimming achieved a Precision of 97.0% and Recall of 98.8% on reflection resolution, significantly outperforming baselines that failed to resolve non-constant string arguments and configuration mappings.",0.95,0.95,YES,YES,Code Standards and Maintainability
i24_16,ICSE/ICSE 24/i24_16.pdf,https://doi,4,1,1/5,qwen,Validate proposed debloating solutions by running the project's bundled tests before applying them to the codebase.,Guarantees that removing unused dependencies does not introduce runtime errors or break existing functionality.,"Evaluation on 40 Java projects with 100% test coverage showed Slimming achieved a 100% test passing ratio and 0 false alarms, whereas baselines like DepClean had up to 73.6% test passing ratios.",0.95,0.95,YES,YES,Automated Testing and Quality Assurance | CI/CD and DevOps Automation
i24_16,ICSE/ICSE 24/i24_16.pdf,https://doi,3,1,1/5,qwen,Use the <provided> tag in POM.xml for inherited bloated dependencies and the <exclusion> tag for direct ones when streamlining dependencies.,Ensures correct Maven dependency resolution without breaking the build or causing version conflicts.,"Slimming's architecture explicitly distinguishes between parent-inherited and direct dependencies, applying these specific Maven tags to maintain project stability during debloating.",0.85,0.85,YES,YES,Code Standards and Maintainability
7,ICSE/ICSE 10/7.pdf,http://www.openbsd.org/faq/pf/,1,3,3/5,deepseek|mixtral|qwen|gemma,Develop tools to semi-automatically audit licensing changes in FOSS systems.,Avoid negative consequences of licensing evolution by monitoring automatically.,Manual analysis is daunting due to system size; empirical study shows frequent changes.,0.95,0.95,YES,YES,Security Best Practices and Legal Compliance
7,ICSE/ICSE 10/7.pdf,http://www.openbsd.org/faq/pf/,2,3,3/5,deepseek|mixtral|qwen|gemma,Use tools like FoSSology to automatically audit a system for its license and changes in its licensing statements across releases.,"Can promote and ease the distribution and reuse of a software system, prevent unintended consequences to legitimate users, and help understand the relevance and impact of licensing changes.",The paper reports that FoSSology is used to detect licenses in files and classify them using the bSAM pattern matching algorithm. It also mentions that this tool can be slow but effective.,0.9433,0.95,YES,YES,Security Best Practices and Legal Compliance
7,ICSE/ICSE 10/7.pdf,http://www.openbsd.org/faq/pf/,3,2,2/5,deepseek|qwen|gemma,Update copyright years in licensing statements immediately after making substantial modifications to source code files.,Maintains legal protection for new code by complying with copyright regulations regarding publication dates.,"The empirical analysis showed that files undergoing substantial changes consistently have their copyright years updated, and failing to do so allows infringers to claim 'innocent infringement' under US copyright law.",0.925,0.9,YES,YES,Documentation Practices | Security Best Practices and Legal Compliance
6,FSE/FSE 21/6.pdf,https://doi.org/10.1145/3468264.3468542,1,2,2/5,deepseek|mixtral,Implement a static taint analysis tool like ObjLupAnsys to detect prototype pollution vulnerabilities in Node.js packages.,Improved security for Node.js applications by detecting and mitigating prototype pollution vulnerabilities.,"ObjLupAnsys found 61 zero-day vulnerabilities in 61 Node.js packages, outperforming existing dynamic and static analysis tools.",0.95,0.95,YES,YES,Automated Testing and Quality Assurance | Security Best Practices and Legal Compliance | CI/CD and DevOps Automation
6,FSE/FSE 21/6.pdf,https://doi.org/10.1145/3468264.3468542,2,1,1/5,mixtral,Use Object Property Graph (OPG) to represent all the object information and objects themselves in a graph-like structure for better vulnerability detection.,Enhanced vulnerability detection capabilities by including more objects and their relations in the analysis.,"ObjLupAnsys uses OPG to perform conditional object lookups, expand source and sink clusters, and detect prototype pollution vulnerabilities.",0.95,0.95,YES,YES,Security Best Practices and Legal Compliance
**Exploring and Exploiting the Correlations between Bug-Inducing and Bug-Fixing Commits**,FSE/FSE 19/5.pdf,https://doi.org/10.1145/3338906.3338962,1,3,3/5,deepseek|mixtral|qwen,Adopt a boost model in fault localization that leverages bug-inducing commit information to improve performance.,"Significantly improves the performance of automated fault localization techniques, achieving an average MAP improvement of 90.8% and MRR improvement of 112.7% compared to traditional SBFL methods.","Experiments on Defects4J showed that the boost model achieved a weighted average MAP of 0.324 and MRR of 0.379, representing significant improvements over Ochiai's formula.",0.9667,1.0,YES,YES,Automated Testing and Quality Assurance
**Exploring and Exploiting the Correlations between Bug-Inducing and Bug-Fixing Commits**,FSE/FSE 19/5.pdf,https://doi.org/10.1145/3338906.3338962,2,3,3/5,deepseek|mixtral|qwen,Design automated program repair techniques to consider reverting change actions from bug-inducing commits when searching for fixes.,Promising approach to advance existing automated program repair (APR) techniques by leveraging correlations between inducing and fixing change actions.,"Findings revealed that 52.6% of the change actions used to fix bugs can be inferred via reverting those performed in bug-inducing commits, with specific examples demonstrating successful repairs through this strategy.",0.9167,0.9,YES,YES,Automated Testing and Quality Assurance
**Exploring and Exploiting the Correlations between Bug-Inducing and Bug-Fixing Commits**,FSE/FSE 19/5.pdf,https://doi.org/10.1145/3338906.3338962,3,1,1/5,qwen,"When locating faults at the source file level, expand the search scope to include files that implement similar functionalities, relate to configurations, or have direct class dependencies with the originally modified files.",Improves fault localization accuracy by accounting for bugs that are fixed in different files than where they were introduced.,"26.8% of bugs are fixed in a different source file than where they were introduced, often due to configuration/log issues, incomplete changes, or direct class dependencies.",0.85,0.85,YES,YES,Code Standards and Maintainability | Automated Testing and Quality Assurance
**How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project**,ICSE/ICSE 24/i24_31.pdf,https://doi.org/10.1145/3597503.3639197,1,3,3/5,deepseek|mixtral|qwen,"Companies should become more sensitive to how they engage with OSS communities, such as by providing real-time measurements of the scale and types of commits contributed by paid developers.",Improved collaboration and harmonious relationships between paid developers and volunteers in OSS projects.,"Differences between paid and volunteer contributors can help OSS communities to design better governing policies, and interaction and collaboration interfaces to support the sustainability of OSS projects. (Section 6.1)",0.875,0.9,YES,NO,Community Collaboration and Engagement
**How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project**,ICSE/ICSE 24/i24_31.pdf,https://doi.org/10.1145/3597503.3639197,4,3,3/5,deepseek|mixtral|qwen,"Use dashboards to transparently visualize companies' contributions in real-time, including dimensions like contribution frequency and task type.",Mitigates volunteer biases against paid developers and fosters harmonious collaboration.,Survey results indicate 14.6% of volunteers agreed paid developers are less likely to become long-term contributors.,0.85,0.85,YES,YES,Community Collaboration and Engagement | Project Management and Governance
**How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project**,ICSE/ICSE 24/i24_31.pdf,https://doi.org/10.1145/3597503.3639197,3,2,2/5,deepseek|qwen,Provide an interface on hosting platforms for volunteers seeking financial support or employment from companies to sustain their OSS contributions.,"Addresses the lack of sustained time and stable income, which are key barriers preventing volunteers from becoming long-term contributors.","Logistic regression analysis showed being paid is positively associated with becoming a long-term contributor (coefficient = 1.55, p < 0.001), and survey respondents noted secure income helps retain developers.",0.875,0.9,YES,YES,New Contributor Onboarding and Involvement | Community Collaboration and Engagement
**How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project**,ICSE/ICSE 24/i24_31.pdf,https://doi.org/10.1145/3597503.3639197,2,2,2/5,deepseek|qwen,Emphasize the need for long-term maintenance and the value of non-feature contributions when reviewing large feature submissions from paid developers.,Reduces maintainer workload and addresses volunteer concerns that corporate contributions may appear detached from the project's long-term health.,"Peripheral paid developers contribute significantly more features (28.6% vs. 20.0%), which requires considerable peer review effort and can be perceived by core volunteers as lacking care for the project.",0.825,0.85,YES,NO,Code Standards and Maintainability | Project Management and Governance
**How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project**,ICSE/ICSE 24/i24_31.pdf,https://doi.org/10.1145/3597503.3639197,6,1,1/5,qwen,Hire volunteers who are already contributing to a project to implement company objectives rather than assigning new employees.,Better balances community long-term concerns with corporate business objectives and fosters harmonious relationships within the OSS ecosystem.,"The study found that paid developers tend to focus on features and contribute differently based on their role, whereas existing volunteers already understand project norms and are positively associated with long-term retention when compensated.",0.85,0.85,YES,YES,New Contributor Onboarding and Involvement | Community Collaboration and Engagement | Project Management and Governance
**How Are Paid and Volunteer Open Source Developers Different? A Study of the Rust Project**,ICSE/ICSE 24/i24_31.pdf,https://doi.org/10.1145/3597503.3639197,5,1,1/5,qwen,Assess the compatibility of a company's commercial interests with an OSS project's roadmap before joining and contributing.,Prevents conflicts arising from diverging motivations and ensures corporate contributions align with community goals rather than threatening survival rates.,"The study highlights that corporate dominance can threaten project survival rates, and paid developers' feature-focused contributions may clash with the project's long-term roadmap.",0.8,0.8,YES,YES,New Contributor Onboarding and Involvement | Project Management and Governance
13,FSE/FSE 21/13.pdf,https://doi,1,2,2/5,mixtral|qwen,"Use LastPyMile as an input or output filter for existing package security scanners (e.g., Malware Checks, Bandit) to restrict analysis exclusively to phantom files and lines.","Significantly reduces false alerts and tool runtime while maintaining full coverage of malicious code injections, making manual review manageable for maintainers.",Applying LastPyMile reduced Bandit alerts from 1044 to 12 for a malicious package and to 0 for benign packages; similarly reduced Malware Checks alerts while preserving all malicious detections in tested typosquatting cases.,0.95,0.95,YES,YES,Security Best Practices and Legal Compliance | CI/CD and DevOps Automation
13,FSE/FSE 21/13.pdf,https://doi,2,2,2/5,mixtral|qwen,Use LastPyMile to identify and analyze differences between source code repositories and package artifacts in the Python ecosystem.,Improved vetting and coverage of scanners while keeping the number of false alerts manageable for PyPI maintainers,"LastPyMile was able to reduce the number of alerts produced by a malware checking tool to a number that a human can check, and preserve all malicious alerts in known malicious packages without introducing false positives.",0.9,0.95,YES,YES,Code Standards and Maintainability | Automated Testing and Quality Assurance | Security Best Practices and Legal Compliance | CI/CD and DevOps Automation
**Identifying Crosscutting Concerns Using Historical Code Changes**,ICSE/ICSE 10/9.pdf,http://www.netbsd.org/.,1,3,3/5,deepseek|mixtral|qwen,Use COMMIT for concern mining in software systems to identify a larger number of unique CCCs.,"Increased likelihood of identifying all instances of a concern, reducing maintenance and re-engineering risks.",COMMIT identified up to 87.5% more unique concerns and up to 88% higher concern coverage compared to two state-of-the-art mining techniques in a study on PostgreSQL and NetBSD operating system kernel.,0.9167,0.95,YES,YES,Code Standards and Maintainability
**Identifying Crosscutting Concerns Using Historical Code Changes**,ICSE/ICSE 10/9.pdf,http://www.netbsd.org/.,3,3,3/5,deepseek|mixtral|qwen,"Extend concern mining techniques to consider dependencies on behavior, state, and preprocessor entities for richer seeds.","Improved understanding of seed semantics, providing developers with better insights into concerns.","Functions represent only 10% to 25% of the entities in the seeds generated by HAM and COMMIT. Without considering state and preprocessor entities, 16 CCCs would not even be detected.",0.8667,0.9,YES,YES,Code Standards and Maintainability
**Identifying Crosscutting Concerns Using Historical Code Changes**,ICSE/ICSE 10/9.pdf,http://www.netbsd.org/.,4,2,2/5,deepseek|qwen,Ignore change transactions that modify more than 100 entities at once when analyzing version history for concern mining.,"Reduces false positives by excluding massive, non-concern-related updates like formatting or license changes.","The authors applied this heuristic to the COMMIT technique to focus on intentional co-changes, effectively filtering out noise from large-scale administrative commits without impacting concern detection.",0.85,0.8,YES,YES,Code Standards and Maintainability
**Identifying Crosscutting Concerns Using Historical Code Changes**,ICSE/ICSE 10/9.pdf,http://www.netbsd.org/.,2,1,1/5,qwen,"Incorporate all available data sources and information facets, including change history, execution traces, state, behavior, and preprocessor entities.","Prevents missing significant portions of concerns that are not purely behavioral, ensuring a more accurate representation of the codebase.","The authors found that focusing only on functions ignores up to 75-90% of relevant code entities in C systems, causing 16 crosscutting concerns to go undetected without state and preprocessor data.",0.9,0.9,YES,YES,CI/CD and DevOps Automation
i24_27,ICSE/ICSE 24/i24_27.pdf,https://doi.org/10.1145/3597503.3639165,1,3,3/5,deepseek|mixtral|qwen,Adopt Raisin's context-based analogical reasoning method for identifying rare sensitive functions in open-source projects.,"Improves bug detection by identifying previously unknown rare sensitive functions, enhancing software reliability.",Raisin successfully discovered thousands of previously unknown rare sensitive functions and detected 21 bugs confirmed by developers.,0.9,0.95,YES,YES,Security Best Practices and Legal Compliance
i24_27,ICSE/ICSE 24/i24_27.pdf,https://doi.org/10.1145/3597503.3639165,2,3,3/5,deepseek|mixtral|qwen,Use Raisin to identify rare sensitive functions in large open-source code bases.,"Raisin can successfully discover thousands of previously unknown rare sensitive functions and detect 21 bugs confirmed by the developers, improving software reliability.","The study identified 9360 rare sensitive functions in Linux v5.19 with an average precision of 85%, 5200 in FreeBSD v13.1 with 83%, 499 in OpenSSL v3.1.1 with 96%, 207 in FFmpeg v6.0 with 98%, and 1631 in QEMU v8.1.0 with 93%.",0.8833,0.95,YES,YES,Security Best Practices and Legal Compliance
i24_27,ICSE/ICSE 24/i24_27.pdf,https://doi.org/10.1145/3597503.3639165,3,2,2/5,deepseek|mixtral,Expand the context of rare functions to include infrequent functions until only frequent functions are included.,"Context expansion can improve the reliability of sensitive function identification, especially for rare functions with very limited numbers of invocations.",The study proposed a context expansion scheme that augments the context by recursively gathering correlated frequent functions of a target rare function.,0.85,0.85,NO,NO,Code Standards and Maintainability
i24_27,ICSE/ICSE 24/i24_27.pdf,https://doi.org/10.1145/3597503.3639165,4,1,1/5,deepseek,Implement a weighted subword embedding technique to improve function embeddings for rare functions.,"Enhances the quality of embeddings, making it easier to identify sensitive functions despite their rarity.","The weighted subword embedding method highlights key operational subwords, improving analogy reasoning effectiveness.",0.9,0.9,YES,YES,NONE
41,ICSE/ICSE 18/41.pdf,https://doi.org/,11,3,3/5,deepseek|mixtral|qwen,Consult specific open source community guidelines and practices before contributing code.,Decreases potential licensing-related impediments and prevents rejection of contributions due to non-compliance with ecosystem policies.,"Section 5 advises developers to carefully consult community practices prior to contributing, as communities like Debian and Apache enforce strict licensing vetting that can block non-compliant code.",0.8833,0.9,YES,YES,New Contributor Onboarding and Involvement | Community Collaboration and Engagement
41,ICSE/ICSE 18/41.pdf,https://doi.org/,10,3,3/5,deepseek|mixtral|qwen,Open source projects should incorporate semi-automated license analysis tools to detect and resolve licensing issues early.,This would improve license compliance and reduce the likelihood of legal disputes.,The article suggests that developers benefit from more support in understanding licensing implications.,0.85,0.8,YES,YES,Security Best Practices and Legal Compliance | CI/CD and DevOps Automation
41,ICSE/ICSE 18/41.pdf,https://doi.org/,9,2,2/5,deepseek|qwen,Ensure large sponsoring organizations provide accessible legal advice for open source projects they support.,Minimizes legal risks arising from developers' lack of copyright law training and misinterpretations.,"Section 5 states that discussions show a lack of developer training on copyright law, recommending that large sponsoring organizations have legal advice available to minimize these risks.",0.85,0.8,YES,NO,Project Management and Governance | Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,13,2,2/5,mixtral|qwen,"Account for the copyright and licensing of all project artifacts (e.g., documentation, media) during compliance checks.",Prevents distribution blockers caused by overlooked non-source code components that violate community freeness standards.,"Section 5 emphasizes that projects comprise artifacts beyond source code, and their licenses must be accounted for from a compliance perspective to avoid bundling issues.",0.85,0.9,YES,YES,Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,12,2,2/5,mixtral|qwen,Incorporate specific community expectations and conventions into future license recommendation tools.,Improves the accuracy and practical utility of automated license selection for developers working within specific ecosystems.,"Section 5 explicitly recommends that future licensing recommenders should incorporate community expectations/conventions, given that ecosystem policies often impose stricter guidelines than standard open source licenses.",0.825,0.8,YES,NO,Community Collaboration and Engagement | Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,1,1,1/5,qwen,Use or request license exceptions when dealing with derivative work restrictions.,Mitigates legal liability and allows redistribution of derivative works under restrictive licenses.,"Section 4.1.2 states developers can use or ask for license exceptions to cope with bugs where a product is considered a derivative work, avoiding copyright infringement risks.",0.9,0.9,YES,YES,Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,2,1,1/5,qwen,Remove incompatible code or binaries and replace them with alternatives licensed under compatible licenses when facing license incompatibilities.,Resolves licensing blockers that stall patches or prevent software distribution within communities.,Section 4.3.1 notes that addressing compatibility issues requires removing violating code/binaries and finding alternative implementations to avoid stalling contributions or blocking distribution.,0.9,0.9,YES,YES,Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,3,1,1/5,qwen,Remove infringing code or change the software's license to address severe license violations.,"Prevents legal injunctions, civil penalties, and allows continued distribution of the software.","Section 4.3.2 explains that severe violations require removing infringing code or changing the license, citing a Munich district court injunction that blocked Fortinet's distribution until GPL compliance was met.",0.9,0.9,YES,YES,Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,7,1,1/5,qwen,"Add proper annotations, move license files, or add license headers to fix licensing inconsistencies.",Prevents stalling of software distribution and satisfies package manager requirements without modifying source code.,"Section 4.5.1 describes how mismatches between documented licenses and spec files can stall distribution, but are easily fixed by adding annotations or moving files.",0.9,0.9,YES,YES,Security Best Practices and Legal Compliance
41,ICSE/ICSE 18/41.pdf,https://doi.org/,8,1,1/5,qwen,Implement Contributor License Agreements (CLAs) or Copyright Transfer Agreements (CTAs) to verify contributor rights before merging patches.,Reduces legal risks and prevents the acceptance of code that contributors do not have the right to distribute.,"Section 4.6.1 highlights that projects use CLAs/CTAs to guarantee contributors have the right to submit code, with foundations like Apache and Eclipse enforcing them to avoid IP compromise.",0.9,0.9,YES,YES,Project Management and Governance | Security Best Practices and Legal Compliance
